,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Count,User_Count,Labels,Numeric_Labels
6947,2010.0,0.06,0.09,0.04,0.02,0.07,17.0,13.0,L,0
6948,2006.0,0.05,0.02,0.05,0.02,0.07,14.0,11.0,L,0
6949,2012.0,0.03,0.03,0.05,0.01,0.07,23.0,43.0,L,0
6950,2002.0,0.05,0.01,0.1,0.02,0.07,22.0,5.0,L,0
6951,2005.0,0.06,0.04,0.12,0.02,0.07,6.0,13.0,L,0
6952,2016.0,0.01,0.04,0.01,0.01,0.07,6.0,24.0,L,0
6953,2007.0,0.02,0.04,0.05,0.03,0.07,30.0,7.0,L,0
6954,2010.0,0.06,0.09,0.04,0.01,0.07,18.0,16.0,L,0
6955,2007.0,0.06,0.04,0.05,0.03,0.07,20.0,20.0,L,0
6956,2010.0,0.05,0.01,0.04,0.01,0.07,14.0,11.0,L,0
6957,2004.0,0.03,0.03,0.135,0.01,0.07,27.0,39.0,L,0
6958,2002.0,0.05,0.01,0.1,0.02,0.07,22.0,7.0,H,1
6959,2006.0,0.06,0.03,0.05,0.02,0.07,18.0,4.0,L,0
6960,2006.0,0.11,0.03,0.07,0.02,0.07,48.0,165.0,L,0
6961,2002.0,0.05,0.02,0.1,0.02,0.07,11.0,10.0,L,0
6962,2007.0,0.03,0.03,0.05,0.01,0.07,12.0,27.0,L,0
6963,2010.0,0.13,0.06,0.04,0.01,0.07,18.0,16.0,L,0
6964,2003.0,0.05,0.01,0.235,0.02,0.07,21.0,19.0,L,0
6965,2005.0,0.05,0.02,0.12,0.02,0.07,18.0,16.0,L,0
6966,2008.0,0.06,0.08,0.04,0.03,0.07,17.0,17.0,L,0
6967,2002.0,0.11,0.03,0.1,0.01,0.07,19.0,6.0,H,1
6968,2012.0,0.01,0.05,0.05,0.01,0.07,32.0,61.0,L,0
6969,2004.0,0.03,0.03,0.135,0.01,0.07,25.0,6.0,L,0
6970,2006.0,0.05,0.01,0.05,0.02,0.07,31.0,17.0,L,0
6971,2011.0,0.06,0.07,0.06,0.01,0.07,25.0,5.0,L,0
6972,2003.0,0.05,0.02,0.235,0.02,0.07,12.0,4.0,L,0
6973,2010.0,0.06,0.09,0.04,0.02,0.07,18.0,16.0,L,0
6974,2014.0,0.01,0.05,0.05,0.04,0.07,17.0,44.0,L,0
6975,2003.0,0.05,0.01,0.235,0.02,0.07,14.0,8.0,L,0
6976,2009.0,0.01,0.04,0.04,0.01,0.07,30.0,597.0,L,0
6977,2006.0,0.05,0.02,0.05,0.02,0.07,9.0,6.0,L,0
6978,2003.0,0.05,0.02,0.235,0.02,0.07,17.0,13.0,L,0
6979,2011.0,0.05,0.01,0.06,0.01,0.07,22.0,28.0,L,0
6980,2009.0,0.06,0.09,0.04,0.01,0.07,17.0,13.0,L,0
6981,2008.0,0.06,0.08,0.04,0.01,0.19,6.0,11.0,L,0
6982,2010.0,0.06,0.09,0.04,0.02,0.07,22.0,28.0,L,0
6983,2009.0,0.06,0.09,0.04,0.02,0.07,18.0,20.0,L,0
6984,2010.0,0.06,0.09,0.04,0.02,0.07,17.0,13.0,L,0
6985,2005.0,0.03,0.03,0.12,0.01,0.07,28.0,14.0,H,1
6986,2005.0,0.05,0.02,0.12,0.02,0.07,17.0,13.0,L,0
6987,2010.0,0.13,0.05,0.04,0.02,0.07,17.0,23.0,L,0
6988,2004.0,0.03,0.03,0.135,0.01,0.07,25.0,5.0,L,0
6989,2014.0,0.13,0.05,0.01,0.01,0.07,4.0,47.0,H,1
6990,2003.0,0.05,0.01,0.235,0.02,0.07,23.0,19.0,L,0
6991,2015.0,0.05,0.01,0.04,0.01,0.07,22.0,4.0,L,0
6992,2013.0,0.17,0.12,0.06,0.04,0.07,27.0,66.0,L,0
6993,2011.0,0.06,0.07,0.06,0.02,0.07,4.0,9.0,L,0
6994,2005.0,0.05,0.01,0.12,0.02,0.07,24.0,13.0,L,0
6995,2006.0,0.05,0.03,0.05,0.01,0.07,14.0,11.0,L,0
6996,2004.0,0.03,0.03,0.135,0.01,0.07,31.0,51.0,L,0
6997,2009.0,0.04,0.02,0.04,0.01,0.07,17.0,13.0,L,0
6998,2008.0,0.06,0.08,0.04,0.03,0.07,37.0,15.0,L,0
6999,2005.0,0.05,0.02,0.12,0.02,0.07,31.0,13.0,H,1
7000,2007.0,0.06,0.04,0.05,0.03,0.07,17.0,13.0,L,0
7001,2002.0,0.05,0.02,0.1,0.02,0.07,9.0,28.0,L,0
7002,2004.0,0.05,0.01,0.135,0.02,0.07,15.0,6.0,L,0
7003,2008.0,0.06,0.08,0.04,0.03,0.07,5.0,23.0,L,0
7004,2009.0,0.06,0.09,0.04,0.02,0.07,7.0,13.0,L,0
7005,2006.0,0.03,0.02,0.05,0.01,0.07,26.0,5.0,L,0
7006,2015.0,0.05,0.01,0.04,0.01,0.07,22.0,28.0,L,0
7007,2014.0,0.02,0.01,0.03,0.01,0.07,7.0,29.0,L,0
7008,2011.0,0.06,0.07,0.06,0.02,0.07,17.0,13.0,L,0
7009,2008.0,0.06,0.08,0.04,0.03,0.07,24.0,9.0,L,0
7010,2003.0,0.05,0.01,0.235,0.02,0.07,23.0,12.0,H,1
7011,2015.0,0.12,0.06,0.04,0.01,0.07,14.0,23.0,L,0
7012,2012.0,0.19,0.06,0.05,0.01,0.06,30.0,1473.0,H,1
7013,2007.0,0.01,0.01,0.05,0.03,0.06,29.0,17.0,L,0
7014,2014.0,0.02,0.04,0.05,0.04,0.06,8.0,69.0,L,0
7015,2008.0,0.05,0.08,0.01,0.01,0.06,14.0,8.0,L,0
7016,2004.0,0.05,0.01,0.135,0.02,0.06,29.0,5.0,L,0
7017,2005.0,0.05,0.01,0.12,0.02,0.06,40.0,8.0,L,0
7018,2004.0,0.03,0.02,0.135,0.01,0.195,16.0,14.0,L,0
7019,2002.0,0.05,0.02,0.1,0.02,0.06,6.0,20.0,L,0
7020,2001.0,0.05,0.01,0.14,0.02,0.06,15.0,12.0,L,0
7021,2005.0,0.05,0.01,0.12,0.02,0.06,17.0,4.0,L,0
7022,2007.0,0.17,0.05,0.05,0.01,0.06,19.0,71.0,H,1
7023,2009.0,0.06,0.09,0.04,0.02,0.06,23.0,38.0,L,0
7024,2013.0,0.03,0.03,0.06,0.01,0.06,22.0,28.0,L,0
7025,2010.0,0.05,0.09,0.04,0.02,0.06,13.0,17.0,L,0
7026,2006.0,0.06,0.03,0.05,0.02,0.06,13.0,61.0,L,0
7027,2005.0,0.03,0.02,0.12,0.01,0.06,38.0,11.0,L,0
7028,2003.0,0.12,0.06,0.235,0.02,0.06,5.0,4.0,L,0
7029,2013.0,0.17,0.06,0.06,0.01,0.06,17.0,571.0,L,0
7030,2013.0,0.01,0.01,0.06,0.01,0.09,31.0,37.0,L,0
7031,2006.0,0.11,0.03,0.05,0.02,0.06,36.0,12.0,L,0
7032,2014.0,0.13,0.11,0.06,0.04,0.06,9.0,14.0,L,0
7033,2002.0,0.05,0.01,0.1,0.02,0.06,18.0,7.0,L,0
7034,2003.0,0.05,0.02,0.235,0.02,0.06,8.0,28.0,L,0
7035,2014.0,0.13,0.04,0.02,0.04,0.06,11.0,43.0,L,0
7036,2002.0,0.05,0.01,0.1,0.02,0.06,20.0,7.0,H,1
7037,2008.0,0.06,0.08,0.04,0.03,0.06,17.0,13.0,L,0
7038,2008.0,0.06,0.08,0.04,0.03,0.06,23.0,5.0,L,0
7039,2003.0,0.03,0.02,0.235,0.01,0.06,23.0,8.0,L,0
7040,2009.0,0.06,0.09,0.04,0.02,0.21,25.0,27.0,L,0
7041,2015.0,0.12,0.07,0.06,0.03,0.06,15.0,48.0,L,0
7042,2010.0,0.04,0.02,0.04,0.01,0.06,38.0,11.0,L,0
7043,2005.0,0.06,0.04,0.12,0.02,0.06,10.0,23.0,L,0
7044,2006.0,0.04,0.01,0.01,0.02,0.06,13.0,25.0,L,0
7045,2009.0,0.06,0.09,0.04,0.02,0.06,17.0,13.0,L,0
7046,2008.0,0.06,0.08,0.04,0.03,0.06,10.0,20.0,L,0
7047,2010.0,0.05,0.01,0.04,0.02,0.06,10.0,61.0,L,0
7048,2006.0,0.04,0.03,0.02,0.02,0.06,44.0,4.0,H,1
7049,2012.0,0.03,0.01,0.02,0.04,0.06,18.0,20.0,L,0
7050,2004.0,0.03,0.02,0.135,0.01,0.06,18.0,12.0,L,0
7051,2005.0,0.05,0.02,0.12,0.02,0.06,12.0,23.0,L,0
7052,2004.0,0.03,0.02,0.135,0.01,0.06,16.0,10.0,L,0
7053,2008.0,0.06,0.08,0.04,0.03,0.06,20.0,52.5,L,0
7054,2007.0,0.06,0.04,0.05,0.03,0.06,14.0,5.0,L,0
7055,2002.0,0.05,0.01,0.1,0.02,0.06,12.0,11.0,L,0
7056,2007.0,0.06,0.04,0.05,0.03,0.06,18.0,16.0,L,0
7057,2016.0,0.01,0.05,0.03,0.02,0.06,24.0,606.0,L,0
7058,2002.0,0.05,0.02,0.1,0.02,0.06,20.0,13.0,L,0
7059,2004.0,0.03,0.06,0.135,0.01,0.06,24.0,10.0,L,0
7060,2004.0,0.05,0.02,0.135,0.02,0.06,19.0,6.0,L,0
7061,2010.0,0.06,0.09,0.04,0.02,0.21,18.0,20.0,L,0
7062,2005.0,0.06,0.04,0.12,0.02,0.06,30.0,8.0,L,0
7063,2008.0,0.05,0.08,0.04,0.01,0.06,25.0,61.0,L,0
7064,2005.0,0.05,0.01,0.12,0.02,0.06,9.0,10.0,L,0
7065,2016.0,0.02,0.01,0.03,0.01,0.06,29.0,29.0,L,0
7066,2016.0,0.04,0.05,0.03,0.01,0.06,35.0,70.0,L,0
7067,2008.0,0.06,0.08,0.04,0.03,0.06,11.0,19.0,L,0
7068,2009.0,0.06,0.09,0.04,0.02,0.06,6.0,20.0,L,0
7069,2011.0,0.12,0.07,0.06,0.02,0.06,17.0,7.0,L,0
7070,2016.0,0.03,0.02,0.03,0.01,0.06,10.0,12.0,L,0
7071,2016.0,0.02,0.04,0.03,0.02,0.06,12.0,27.0,L,0
7072,2011.0,0.03,0.02,0.06,0.01,0.06,14.0,11.0,L,0
7073,2016.0,0.03,0.05,0.03,0.01,0.06,31.0,116.0,H,1
7074,2006.0,0.06,0.03,0.05,0.02,0.06,11.0,15.0,L,0
7075,2002.0,0.11,0.02,0.1,0.01,0.06,7.0,14.0,L,0
7076,2004.0,0.04,0.02,0.135,0.02,0.06,16.0,28.0,L,0
7077,2011.0,0.12,0.07,0.06,0.02,0.27,8.0,15.0,L,0
7078,2007.0,0.06,0.04,0.05,0.03,0.06,9.0,11.0,L,0
7079,2007.0,0.06,0.04,0.05,0.03,0.06,7.0,10.0,L,0
7080,2001.0,0.04,0.02,0.14,0.02,0.06,17.0,23.0,L,0
7081,2007.0,0.06,0.04,0.05,0.03,0.06,17.0,4.0,L,0
7082,2010.0,0.06,0.09,0.04,0.02,0.06,18.0,20.0,L,0
7083,2011.0,0.12,0.01,0.06,0.02,0.06,22.0,6.0,L,0
7084,2008.0,0.06,0.08,0.04,0.03,0.06,4.0,18.0,L,0
7085,2012.0,0.19,0.02,0.02,0.01,0.06,8.0,51.0,L,0
7086,2015.0,0.03,0.07,0.04,0.01,0.06,40.0,71.0,L,0
7087,2005.0,0.05,0.01,0.12,0.02,0.06,4.0,16.0,L,0
7088,2011.0,0.01,0.04,0.06,0.01,0.06,44.0,186.0,L,0
7089,2012.0,0.19,0.13,0.06,0.04,0.06,36.0,31.0,L,0
7090,2005.0,0.03,0.02,0.12,0.01,0.06,34.0,14.0,L,0
7091,2008.0,0.06,0.08,0.04,0.03,0.06,17.0,17.0,L,0
7092,2000.0,0.03,0.02,0.15,0.03,0.06,5.0,16.0,L,0
7093,2012.0,0.19,0.06,0.05,0.01,0.06,17.0,13.0,L,0
7094,2014.0,0.13,0.06,0.05,0.04,0.06,22.0,21.0,L,0
7095,2008.0,0.06,0.08,0.04,0.03,0.06,29.0,52.5,L,0
7096,2004.0,0.05,0.01,0.135,0.02,0.06,5.0,38.0,L,0
7097,2014.0,0.13,0.11,0.06,0.04,0.06,4.0,20.0,L,0
7098,2005.0,0.05,0.01,0.12,0.02,0.06,26.0,13.0,L,0
7099,2006.0,0.03,0.02,0.05,0.01,0.06,4.0,18.0,L,0
7100,2008.0,0.06,0.08,0.04,0.03,0.06,9.0,5.0,L,0
7101,2011.0,0.12,0.05,0.06,0.01,0.06,14.0,11.0,L,0
7102,2009.0,0.06,0.09,0.04,0.02,0.06,6.0,11.0,L,0
7103,2014.0,0.02,0.04,0.05,0.04,0.06,7.0,33.0,L,0
7104,2013.0,0.06,0.12,0.06,0.01,0.06,10.0,100.0,L,0
7105,2001.0,0.03,0.02,0.14,0.01,0.06,15.0,8.0,L,0
7106,2014.0,0.03,0.02,0.05,0.01,0.06,10.0,14.0,L,0
7107,2015.0,0.12,0.01,0.04,0.01,0.06,11.0,33.0,H,1
7108,2008.0,0.03,0.02,0.04,0.01,0.06,25.0,7.0,L,0
7109,2008.0,0.14,0.03,0.04,0.01,0.22,15.0,61.0,L,0
7110,2008.0,0.03,0.02,0.04,0.01,0.06,10.0,24.0,L,0
7111,2003.0,0.03,0.02,0.235,0.02,0.06,17.0,6.0,L,0
7112,2011.0,0.05,0.01,0.06,0.02,0.06,17.0,18.0,L,0
7113,2015.0,0.03,0.02,0.04,0.03,0.06,40.0,51.0,L,0
7114,2010.0,0.06,0.09,0.04,0.02,0.06,22.0,28.0,L,0
7115,2010.0,0.04,0.02,0.04,0.01,0.06,17.0,18.0,L,0
7116,2005.0,0.05,0.01,0.12,0.02,0.06,41.0,20.0,L,0
7117,2008.0,0.05,0.01,0.04,0.03,0.06,18.0,20.0,L,0
7118,2009.0,0.06,0.09,0.04,0.02,0.06,6.0,11.0,L,0
7119,2016.0,0.04,0.04,0.03,0.01,0.06,38.0,116.0,L,0
7120,2007.0,0.06,0.04,0.05,0.03,0.06,22.0,28.0,L,0
7121,2008.0,0.06,0.08,0.04,0.03,0.06,17.0,18.0,L,0
7122,2009.0,0.06,0.09,0.04,0.02,0.06,18.0,20.0,L,0
7123,2007.0,0.17,0.02,0.03,0.03,0.06,15.0,14.0,L,0
7124,2005.0,0.05,0.01,0.12,0.02,0.06,51.0,37.0,L,0
7125,2003.0,0.05,0.01,0.235,0.02,0.06,24.0,28.0,L,0
7126,2010.0,0.01,0.09,0.04,0.01,0.06,24.0,177.0,L,0
7127,2011.0,0.12,0.05,0.06,0.01,0.06,17.0,35.0,L,0
7128,2002.0,0.04,0.02,0.1,0.02,0.06,7.0,16.0,L,0
7129,2008.0,0.06,0.08,0.04,0.03,0.06,4.0,11.0,L,0
7130,2007.0,0.05,0.04,0.05,0.03,0.06,24.0,23.0,L,0
7131,2003.0,0.05,0.01,0.235,0.02,0.06,22.0,23.0,L,0
7132,2009.0,0.06,0.09,0.04,0.02,0.06,22.0,28.0,L,0
7133,2003.0,0.05,0.01,0.235,0.02,0.06,17.0,28.0,L,0
7134,2008.0,0.04,0.01,0.04,0.03,0.06,12.0,8.0,L,0
7135,2011.0,0.06,0.07,0.06,0.02,0.06,29.0,5.0,L,0
7136,2007.0,0.17,0.05,0.05,0.01,0.06,41.0,523.0,H,1
7137,2002.0,0.05,0.05,0.1,0.02,0.06,7.0,16.0,L,0
7138,2011.0,0.12,0.07,0.06,0.02,0.06,22.0,11.0,L,0
7139,2009.0,0.05,0.01,0.04,0.02,0.06,4.0,17.0,L,0
7140,2004.0,0.05,0.01,0.135,0.02,0.06,38.0,5.0,L,0
7141,2007.0,0.17,0.04,0.05,0.03,0.06,29.0,5.0,L,0
7142,2005.0,0.12,0.05,0.12,0.01,0.06,64.0,626.0,H,1
7143,2010.0,0.06,0.09,0.04,0.02,0.06,17.0,18.0,L,0
7144,2005.0,0.05,0.01,0.12,0.02,0.06,34.0,11.0,L,0
7145,2014.0,0.05,0.01,0.05,0.01,0.06,25.0,10.0,L,0
7146,2011.0,0.12,0.05,0.06,0.01,0.24,31.0,18.0,L,0
7147,2007.0,0.06,0.04,0.05,0.03,0.06,5.0,16.0,L,0
7148,2011.0,0.04,0.02,0.06,0.01,0.06,10.0,54.0,L,0
7149,2003.0,0.03,0.06,0.235,0.01,0.06,28.0,12.0,L,0
7150,2011.0,0.12,0.07,0.06,0.02,0.06,22.0,27.0,L,0
7151,2007.0,0.05,0.04,0.05,0.03,0.06,17.0,13.0,L,0
7152,2010.0,0.06,0.09,0.04,0.02,0.06,18.0,20.0,L,0
7153,2007.0,0.17,0.05,0.05,0.01,0.06,50.0,1116.0,H,1
7154,2002.0,0.05,0.01,0.1,0.02,0.06,12.0,11.0,L,0
7155,2007.0,0.05,0.04,0.05,0.01,0.06,20.0,28.0,L,0
7156,2007.0,0.06,0.04,0.05,0.03,0.18,17.0,6.0,L,0
7157,2009.0,0.14,0.05,0.04,0.01,0.06,44.0,602.0,H,1
7158,2004.0,0.04,0.01,0.135,0.02,0.06,5.0,18.0,L,0
7159,2005.0,0.04,0.02,0.12,0.02,0.06,17.0,18.0,L,0
7160,2007.0,0.05,0.04,0.05,0.03,0.06,5.0,23.0,L,0
7161,2008.0,0.06,0.08,0.04,0.03,0.06,14.0,11.0,L,0
7162,2009.0,0.06,0.09,0.04,0.02,0.06,17.0,13.0,L,0
7163,2009.0,0.06,0.09,0.04,0.02,0.06,18.0,16.0,L,0
7164,2011.0,0.06,0.07,0.06,0.02,0.06,14.0,11.0,L,0
7165,2010.0,0.04,0.01,0.04,0.01,0.06,7.0,9.0,L,0
7166,2008.0,0.06,0.08,0.04,0.03,0.06,7.0,16.0,L,0
7167,2006.0,0.06,0.03,0.05,0.02,0.06,18.0,4.0,L,0
7168,2008.0,0.06,0.08,0.04,0.03,0.06,5.0,16.0,L,0
7169,2007.0,0.06,0.04,0.05,0.03,0.06,4.0,27.0,L,0
7170,2006.0,0.03,0.02,0.05,0.01,0.06,26.0,11.0,L,0
7171,2004.0,0.03,0.02,0.135,0.02,0.06,16.0,11.0,L,0
7172,2008.0,0.05,0.08,0.04,0.03,0.06,14.0,11.0,L,0
7173,2004.0,0.04,0.02,0.135,0.02,0.06,18.0,16.0,L,0
7174,2002.0,0.04,0.02,0.1,0.02,0.06,14.0,10.0,L,0
7175,2007.0,0.05,0.04,0.05,0.03,0.06,6.0,12.0,L,0
7176,2005.0,0.04,0.02,0.12,0.02,0.06,17.0,18.0,L,0
7177,2015.0,0.04,0.02,0.04,0.01,0.06,54.0,283.0,L,0
7178,2006.0,0.05,0.01,0.05,0.02,0.06,15.0,10.0,L,0
7179,2003.0,0.04,0.02,0.235,0.02,0.315,15.0,4.0,L,0
7180,2006.0,0.05,0.03,0.05,0.02,0.06,4.0,28.0,L,0
7181,2002.0,0.04,0.02,0.1,0.02,0.18,17.0,10.0,L,0
7182,2003.0,0.05,0.01,0.235,0.02,0.06,16.0,32.0,L,0
7183,2002.0,0.05,0.01,0.1,0.02,0.06,15.0,16.0,L,0
7184,2003.0,0.03,0.02,0.235,0.01,0.06,25.0,8.0,L,0
7185,2005.0,0.03,0.02,0.12,0.01,0.06,36.0,14.0,L,0
7186,2005.0,0.04,0.01,0.12,0.02,0.06,14.0,16.0,L,0
7187,2014.0,0.13,0.11,0.06,0.04,0.06,16.0,36.0,L,0
7188,2013.0,0.17,0.06,0.06,0.04,0.06,32.0,61.0,L,0
7189,2003.0,0.12,0.01,0.235,0.02,0.06,20.0,10.0,L,0
7190,2009.0,0.04,0.01,0.04,0.02,0.06,22.0,28.0,L,0
7191,2005.0,0.05,0.04,0.12,0.02,0.06,41.0,17.0,L,0
7192,2001.0,0.03,0.02,0.14,0.01,0.06,9.0,9.0,L,0
7193,2008.0,0.05,0.08,0.04,0.03,0.06,6.0,8.0,L,0
7194,2008.0,0.14,0.08,0.04,0.01,0.06,41.0,203.0,L,0
7195,2014.0,0.13,0.05,0.05,0.04,0.06,5.0,4.0,L,0
7196,2005.0,0.05,0.04,0.12,0.02,0.06,10.0,5.0,L,0
7197,2004.0,0.04,0.06,0.135,0.02,0.06,22.0,4.0,L,0
7198,2010.0,0.05,0.09,0.04,0.02,0.06,32.0,61.0,L,0
7199,2005.0,0.05,0.04,0.12,0.02,0.06,24.0,11.0,L,0
7200,2006.0,0.03,0.02,0.05,0.01,0.06,22.0,24.0,L,0
7201,2010.0,0.05,0.09,0.04,0.02,0.06,25.0,38.0,L,0
7202,2008.0,0.05,0.08,0.04,0.03,0.06,15.0,36.0,L,0
7203,2007.0,0.05,0.04,0.05,0.03,0.06,11.0,21.0,L,0
7204,2016.0,0.02,0.02,0.02,0.01,0.0699999999999999,25.0,27.0,L,0
7205,2004.0,0.04,0.02,0.135,0.02,0.06,17.0,9.0,H,1
7206,2010.0,0.03,0.02,0.04,0.01,0.06,32.0,9.0,L,0
7207,2011.0,0.05,0.07,0.06,0.01,0.06,5.0,18.0,L,0
7208,2009.0,0.14,0.05,0.04,0.01,0.06,22.0,387.0,L,0
7209,2004.0,0.14,0.05,0.135,0.01,0.06,34.0,43.0,L,0
7210,2009.0,0.05,0.09,0.04,0.02,0.2,17.0,4.0,L,0
7211,2002.0,0.04,0.01,0.1,0.02,0.06,11.0,17.0,L,0
7212,2006.0,0.03,0.02,0.05,0.01,0.06,24.0,13.0,L,0
7213,2010.0,0.05,0.09,0.04,0.02,0.06,8.0,17.0,L,0
7214,2009.0,0.05,0.09,0.04,0.02,0.06,13.0,28.0,L,0
7215,2009.0,0.06,0.09,0.04,0.02,0.21,14.0,11.0,L,0
7216,2002.0,0.04,0.01,0.1,0.02,0.06,17.0,16.0,H,1
7217,2006.0,0.03,0.02,0.05,0.01,0.06,35.0,24.0,L,0
7218,2006.0,0.03,0.02,0.05,0.01,0.06,8.0,41.0,L,0
7219,2010.0,0.04,0.02,0.04,0.02,0.06,30.0,12.0,L,0
7220,2003.0,0.04,0.01,0.235,0.02,0.06,15.0,31.0,L,0
7221,2006.0,0.05,0.03,0.05,0.02,0.06,28.0,11.0,L,0
7222,2004.0,0.04,0.01,0.135,0.02,0.06,33.0,5.0,L,0
7223,2008.0,0.04,0.02,0.04,0.03,0.06,18.0,16.0,L,0
7224,2012.0,0.03,0.02,0.05,0.04,0.06,8.0,16.0,L,0
7225,2008.0,0.04,0.08,0.04,0.03,0.06,28.0,15.0,L,0
7226,2007.0,0.03,0.02,0.05,0.03,0.06,20.0,41.0,L,0
7227,2015.0,0.12,0.07,0.06,0.03,0.06,22.0,28.0,L,0
7228,2001.0,0.04,0.02,0.14,0.02,0.22,12.0,9.0,H,1
7229,2000.0,0.03,0.02,0.15,0.03,0.06,4.0,28.0,L,0
7230,2015.0,0.12,0.05,0.04,0.01,0.06,8.0,9.0,L,0
7231,2006.0,0.05,0.03,0.05,0.01,0.06,41.0,9.0,L,0
7232,2003.0,0.12,0.02,0.235,0.02,0.06,15.0,28.0,L,0
7233,2005.0,0.04,0.01,0.12,0.02,0.06,31.0,17.0,L,0
7234,2006.0,0.04,0.01,0.05,0.02,0.06,8.0,7.0,L,0
7235,2008.0,0.05,0.08,0.04,0.03,0.06,6.0,5.0,L,0
7236,2007.0,0.01,0.04,0.05,0.01,0.06,44.0,61.0,H,1
7237,2005.0,0.12,0.04,0.12,0.02,0.06,43.0,19.0,L,0
7238,2004.0,0.03,0.06,0.135,0.01,0.06,21.0,10.0,L,0
7239,2014.0,0.03,0.02,0.05,0.04,0.06,4.0,9.0,L,0
7240,2006.0,0.03,0.02,0.05,0.02,0.06,22.0,6.0,L,0
7241,2001.0,0.02,0.01,0.02,0.02,0.06,13.0,52.5,L,0
7242,2003.0,0.04,0.01,0.235,0.02,0.06,25.0,14.0,L,0
7243,2002.0,0.11,0.01,0.1,0.02,0.24,16.0,5.0,H,1
7244,2005.0,0.04,0.01,0.12,0.02,0.06,27.0,8.0,L,0
7245,2006.0,0.05,0.03,0.05,0.02,0.06,33.0,16.0,L,0
7246,2010.0,0.03,0.09,0.03,0.01,0.06,17.0,10.0,L,0
7247,2011.0,0.05,0.01,0.06,0.02,0.06,6.0,7.0,L,0
7248,2015.0,0.12,0.07,0.04,0.01,0.06,18.0,16.0,L,0
7249,2010.0,0.03,0.02,0.04,0.02,0.06,32.0,61.0,L,0
7250,2005.0,0.05,0.04,0.12,0.02,0.06,29.0,18.0,L,0
7251,2005.0,0.03,0.02,0.12,0.01,0.06,28.0,11.0,L,0
7252,2009.0,0.04,0.01,0.04,0.02,0.06,18.0,16.0,L,0
7253,2014.0,0.03,0.11,0.02,0.01,0.06,11.0,17.0,L,0
7254,2002.0,0.04,0.01,0.1,0.02,0.06,17.0,18.0,L,0
7255,2012.0,0.19,0.04,0.05,0.01,0.06,39.0,18.0,L,0
7256,2002.0,0.11,0.01,0.1,0.02,0.06,13.0,23.0,L,0
7257,2001.0,0.01,0.04,0.14,0.01,0.06,11.0,76.0,L,0
7258,2006.0,0.05,0.03,0.05,0.02,0.06,29.0,5.0,L,0
7259,2013.0,0.17,0.05,0.06,0.04,0.06,26.0,1007.0,L,0
7260,2010.0,0.03,0.02,0.04,0.01,0.06,22.0,28.0,L,0
7261,2010.0,0.13,0.05,0.04,0.02,0.06,14.0,11.0,L,0
7262,2007.0,0.05,0.04,0.05,0.03,0.06,13.0,11.0,L,0
7263,2008.0,0.14,0.02,0.04,0.03,0.06,17.0,17.0,L,0
7264,2002.0,0.04,0.01,0.1,0.02,0.06,11.0,18.0,L,0
7265,2002.0,0.03,0.02,0.1,0.01,0.06,13.0,16.0,L,0
7266,2000.0,0.03,0.02,0.15,0.03,0.06,4.0,17.0,L,0
7267,2002.0,0.04,0.01,0.1,0.02,0.06,7.0,28.0,L,0
7268,2015.0,0.12,0.05,0.04,0.01,0.22,18.0,4.0,L,0
7269,2009.0,0.05,0.09,0.04,0.02,0.06,18.0,20.0,L,0
7270,2009.0,0.14,0.05,0.04,0.01,0.06,20.0,236.0,L,0
7271,2008.0,0.05,0.08,0.04,0.03,0.06,23.0,7.0,L,0
7272,2004.0,0.04,0.01,0.135,0.02,0.06,25.0,5.0,L,0
7273,1997.0,0.03,0.02,0.205,0.025,0.06,11.0,61.0,L,0
7274,2016.0,0.01,0.04,0.03,0.02,0.06,20.0,580.0,H,1
7275,2007.0,0.05,0.04,0.05,0.03,0.06,10.0,52.5,L,0
7276,2003.0,0.04,0.01,0.235,0.02,0.06,28.0,18.0,L,0
7277,2002.0,0.03,0.02,0.1,0.01,0.06,10.0,14.0,L,0
7278,2006.0,0.01,0.04,0.05,0.01,0.06,51.0,387.0,L,0
7279,2004.0,0.04,0.01,0.135,0.02,0.06,22.0,7.0,L,0
7280,2008.0,0.05,0.08,0.04,0.03,0.2,5.0,23.0,L,0
7281,2002.0,0.04,0.01,0.1,0.02,0.06,11.0,61.0,L,0
7282,2004.0,0.03,0.02,0.135,0.01,0.06,8.0,28.0,L,0
7283,2007.0,0.05,0.04,0.05,0.03,0.06,18.0,13.0,L,0
7284,2006.0,0.11,0.05,0.05,0.01,0.06,39.0,519.0,L,0
7285,2009.0,0.05,0.09,0.04,0.02,0.05,5.0,38.0,L,0
7286,2016.0,0.03,0.02,0.03,0.02,0.1,17.0,74.0,L,0
7287,2010.0,0.05,0.09,0.04,0.02,0.2,17.0,13.0,L,0
7288,2002.0,0.04,0.01,0.1,0.02,0.05,4.0,38.0,L,0
7289,2007.0,0.05,0.04,0.05,0.03,0.05,4.0,20.0,L,0
7290,2003.0,0.04,0.01,0.235,0.02,0.305,16.0,4.0,L,0
7291,2005.0,0.12,0.01,0.12,0.02,0.05,29.0,10.0,H,1
7292,2003.0,0.04,0.01,0.235,0.02,0.305,25.0,7.0,L,0
7293,1999.0,0.21,0.05,0.23,0.01,0.05,22.0,100.0,L,0
7294,2002.0,0.11,0.02,0.1,0.01,0.05,24.0,6.0,L,0
